unique_id,category,subcategory,subsubcategory,subsubsubcategory,title,price,url
8055195007602_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Batterie de secours pour portail Genius by FAAC,80,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/batterie-de-secours-pour-portail-genius-by-faac/8055195007602_CAFR.prd
3308180026320_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Barre de sécurité Afbat pour portes de garage 2-4 vantaux,109,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-afbat-pour-portes-de-garage-2-4-vantaux/3308180026320_CAFR.prd
3660212501121_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,"Lot de 4 lames pvc L.1,80 m Protecta","20,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/lot-de-4-lames-pvc-l-1-80-m-protecta/3660212501121_CAFR.prd
8055195019735_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Photocellules BUS 24V Genius by FAAC,56,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/photocellules-bus-24v-genius-by-faac/8055195019735_CAFR.prd
3308180029949_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Barre de sécurité renforcée Afbat noire long 410 mm + accessoires,"16,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-renforcee-afbat-noire-long-410-mm-accessoires/3308180029949_CAFR.prd
3660212501060_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Attache lame de sécurité x3 Protecta,"15,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/attache-lame-de-securite-x3-protecta/3660212501060_CAFR.prd
3660212200154_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Manivelle complète ronde 12 blanche Protecta,"29,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/manivelle-complete-ronde-12-blanche-protecta/3660212200154_CAFR.prd
3308183375043_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Barre de sécurité Afbat longueur 410 mm renforcée + cadenas,"23,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-afbat-longueur-410-mm-renforcee-cadenas/3308183375043_CAFR.prd
8055195043334_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Crémaillère en nylon pour motorisation de portail longueur 1 m Genius by FAAC,"12,08",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/cremaillere-en-nylon-pour-motorisation-de-portail-longueur-1-m-genius-by-faac/8055195043334_CAFR.prd
3308189567046_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Arrêts de volets autobloquants à poignée Afbat,"31,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arrets-de-volets-autobloquants-a-poignee-afbat/3308189567046_CAFR.prd
3308188435001_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Kit manivelle complet pour volet roulant Afbat blanc 140 mm,"52,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/kit-manivelle-complet-pour-volet-roulant-afbat-blanc-140-mm/3308188435001_CAFR.prd
3660212501138_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,"Lot de 4 lames alu L.2,50 m Protecta","33,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/lot-de-4-lames-alu-l-2-50-m-protecta/3660212501138_CAFR.prd
3660212700135_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,"Tube octogonal 60 L.3,00 m acier Protecta","37,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/tube-octogonal-60-l-3-00-m-acier-protecta/3660212700135_CAFR.prd
8055195063868_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Clavier à code radio Genium G-CODE 4R Genius by FAAC,80,https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/clavier-a-code-radio-genium-g-code-4r-genius-by-faac/8055195063868_CAFR.prd
3660212200178_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Manivelle complète hexagonale 10 blanche,"29,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/manivelle-complete-hexagonale-10-blanche/3660212200178_CAFR.prd
3660212500346_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Butée de volet ronde blanche 40 mm Rolakit,"3,75",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/butee-de-volet-ronde-blanche-40-mm-rolakit/3660212500346_CAFR.prd
3308187032041_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Espagnolette plate complète Afbat acier noir h.1500 mm,"26,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/espagnolette-plate-complete-afbat-acier-noir-h-1500-mm/3308187032041_CAFR.prd
3660212500667_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Manivelle en acier blanc ronde Protecta,"20,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/manivelle-en-acier-blanc-ronde-protecta/3660212500667_CAFR.prd
5907708145208_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Sabot poutre à ailes extérieures 64 x 128 x 2 mm,"6,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/sabot-poutre-a-ailes-exterieures-64-x-128-x-2-mm/5907708145208_CAFR.prd
3308182268001_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Roue gorge v support à encastrer ø90 mm,"32,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/roue-gorge-v-support-a-encastrer-90-mm/3308182268001_CAFR.prd
3308187070036_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Barre de sécurité renforcée Afbat long 410 mm + accessoires,"14,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/barre-de-securite-renforcee-afbat-long-410-mm-accessoires/3308187070036_CAFR.prd
3308187004260_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Verrou anti-pince pour volets roulants Afbat blanc,"49,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/verrou-anti-pince-pour-volets-roulants-afbat-blanc/3308187004260_CAFR.prd
3308182277003_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Plaque de guidage réglable + 4 olives,"45,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/plaque-de-guidage-reglable-4-olives/3308182277003_CAFR.prd
3308188475007_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Stop vent pour volet roulant à chaine Afbat blanc,"14,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/stop-vent-pour-volet-roulant-a-chaine-afbat-blanc/3308188475007_CAFR.prd
3308189577014_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Roulette support pour portails - acier noir,"24,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/roulette-support-pour-portails-acier-noir/3308189577014_CAFR.prd
3660212500162_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Enrouleur carter + sangle de volet 14 mm L.5 m,"12,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/enrouleur-carter-sangle-de-volet-14-mm-l-5-m/3660212500162_CAFR.prd
3308188676022_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Butée de fin de course pour portails sur platine,"25,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/butee-de-fin-de-course-pour-portails-sur-platine/3308188676022_CAFR.prd
3660212500674_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Manivelle en acier blanc hexagonale Protecta,"20,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/manivelle-en-acier-blanc-hexagonale-protecta/3660212500674_CAFR.prd
3308180038569_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Poignée de fleau longueur 160 mm + support,"8,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/poignee-de-fleau-longueur-160-mm-support/3308180038569_CAFR.prd
3308187033048_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Espagnolette plate complète Afbat acier noir h.2400 mm,"30,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/espagnolette-plate-complete-afbat-acier-noir-h-2400-mm/3308187033048_CAFR.prd
3221686410816_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Plaque de réparation 25 x 129 x 1 mm,"1,80",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/plaque-de-reparation-25-x-129-x-1-mm/3221686410816_CAFR.prd
3308189654067_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Paumelle noire ronde Afbat 110 x 55 mm gauche,"5,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/paumelle-noire-ronde-afbat-110-x-55-mm-gauche/3308189654067_CAFR.prd
3308188850019_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Arrêt de portail à bascule l. 300 mm - acier noir,"44,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arret-de-portail-a-bascule-l-300-mm-acier-noir/3308188850019_CAFR.prd
3308189509268_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Boîtier crémone pour porte blanc en fonte QCL,"74,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/boitier-cremone-pour-porte-blanc-en-fonte-qcl/3308189509268_CAFR.prd
3308180036305_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Penture queue de carpe Afbat Ø16 x L.1000 mm,"10,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/penture-queue-de-carpe-afbat-16-x-l-1000-mm/3308180036305_CAFR.prd
3660212500681_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Bloqueur de manivelle universel Protecta,"3,20",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/bloqueur-de-manivelle-universel-protecta/3660212500681_CAFR.prd
4003318787829_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Entrebâilleur de fenêtre Abus PVC blanc,"13,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/entrebailleur-de-fenetre-abus-pvc-blanc/4003318787829_CAFR.prd
3308186926006_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Poignée de tirage droite - acier époxy noir,"15,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/poignee-de-tirage-droite-acier-epoxy-noir/3308186926006_CAFR.prd
3308189535007_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,2 convertisseurs de gonds Afbat Ø14 mm en Ø16 mm,"5,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/2-convertisseurs-de-gonds-afbat-14-mm-en-16-mm/3308189535007_CAFR.prd
8055195043518_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Module de réception 868 MHZ Genius by FAAC,"57,20",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/module-de-reception-868-mhz-genius-by-faac/8055195043518_CAFR.prd
3308189519007_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Tourniquet marseillais Afbat PVC/composite noir l.195 mm,"11,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/tourniquet-marseillais-afbat-pvc-composite-noir-l-195-mm/3308189519007_CAFR.prd
3308181650029_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Verrou de box porte cadenas ø18 mm - acier zingué blanc,"14,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/verrou-de-box-porte-cadenas-18-mm-acier-zingue-blanc/3308181650029_CAFR.prd
3308188451001_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Enrouleur pivotant + sangle blanc 5.8 m,"27,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/enrouleur-pivotant-sangle-blanc-5-8-m/3308188451001_CAFR.prd
3308187255020_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Verrou baïonnette ø14 mm longueur 400 mm,"8,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/verrou-baionnette-14-mm-longueur-400-mm/3308187255020_CAFR.prd
5907708142160_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Equerre perforée Afbat 70 x 55 x 30 x 2.5 mm,"1,95",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/equerre-perforee-afbat-70-x-55-x-30-x-2-5-mm/5907708142160_CAFR.prd
3221689251010_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Butée de volets à vis Afbat acier noir,"1,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/butee-de-volets-a-vis-afbat-acier-noir/3221689251010_CAFR.prd
3308188462007_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Enrouleur pivotant pour sangle 14/15 m,"12,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/enrouleur-pivotant-pour-sangle-14-15-m/3308188462007_CAFR.prd
3308180030761_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Support anti-soulèvement Afbat pour barre de sécurité,"3,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/support-anti-soulevement-afbat-pour-barre-de-securite/3308180030761_CAFR.prd
3308184175017_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Arrêt de volet Afbat en acier l.250mm,"8,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arret-de-volet-afbat-en-acier-l-250mm/3308184175017_CAFR.prd
3308188518001_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Bâton de tirage blanc pour volet roulant,"15,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/baton-de-tirage-blanc-pour-volet-roulant/3308188518001_CAFR.prd
3308184913039_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Poignée sur platine longueur 120 mm - acier zingué jaune,"3,80",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/poignee-sur-platine-longueur-120-mm-acier-zingue-jaune/3308184913039_CAFR.prd
3308187118035_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,2 supports de barre de garage Afbat acier zingué jaune,"10,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/2-supports-de-barre-de-garage-afbat-acier-zingue-jaune/3308187118035_CAFR.prd
3479045035006_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Crochet crémaillère à poignée Afbat acier noir l. 600 mm,"6,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/crochet-cremaillere-a-poignee-afbat-acier-noir-l-600-mm/3479045035006_CAFR.prd
3308188465008_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Enrouleur pivotant pour sangle 20/22 m,"22,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/enrouleur-pivotant-pour-sangle-20-22-m/3308188465008_CAFR.prd
3221686158107_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Poignée fil longueur 160 mm - acier zingué blanc,"2,70",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/poignee-fil-longueur-160-mm-acier-zingue-blanc/3221686158107_CAFR.prd
3308187116031_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,2 supports anti-soulèvements Afbat pour barre de sécurité,"8,50",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/2-supports-anti-soulevements-afbat-pour-barre-de-securite/3308187116031_CAFR.prd
3308188437005_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Tringle pour manivelle Afbat blanc 900 mm,"12,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/tringle-pour-manivelle-afbat-blanc-900-mm/3308188437005_CAFR.prd
3221684563026_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Sabot pour volet battant 60 x 100 x 75 x 2,"5,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/sabot-pour-volet-battant-60-x-100-x-75-x-2/3221684563026_CAFR.prd
3308182812013_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Arrêt de volet à tirefond longueur 115 mm,"4,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arret-de-volet-a-tirefond-longueur-115-mm/3308182812013_CAFR.prd
3308189526043_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Crochets de rappel pour volets doubles Afbat acier noir,"5,70",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/crochets-de-rappel-pour-volets-doubles-afbat-acier-noir/3308189526043_CAFR.prd
3221687150162_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Poignée sur platine Afbat acier l.160 mm,"4,40",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/poignee-sur-platine-afbat-acier-l-160-mm/3221687150162_CAFR.prd
3308187256027_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Verrou baïonnette ø16 mm longueur 500 mm,"9,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/verrou-baionnette-16-mm-longueur-500-mm/3308187256027_CAFR.prd
3308187253026_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Verrou baïonnette ø12 mm longueur 200 mm,"5,50",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/verrou-baionnette-12-mm-longueur-200-mm/3308187253026_CAFR.prd
3308188441002_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Bloqueur manivelle Afbat pvc blanc à fixer,"3,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/bloqueur-manivelle-afbat-pvc-blanc-a-fixer/3308188441002_CAFR.prd
5907708144034_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Plaque perforée Afbat 120 x 40 x 2 mm,"1,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/plaque-perforee-afbat-120-x-40-x-2-mm/5907708144034_CAFR.prd
3308188440005_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Bloqueur manivelle magnétique Afbat blanc,"6,50",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/bloqueur-manivelle-magnetique-afbat-blanc/3308188440005_CAFR.prd
3308189653060_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Paumelle noire ronde Afbat 110 x 55 mm droite,"5,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/paumelle-noire-ronde-afbat-110-x-55-mm-droite/3308189653060_CAFR.prd
3308189552066_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Arrêt de bergère à visser luxe l.150 noir,"36,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arret-de-bergere-a-visser-luxe-l-150-noir/3308189552066_CAFR.prd
3308183826033_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Arrêt St Brieuc gauche avec butée acier,"4,10",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/arret-st-brieuc-gauche-avec-butee-acier/3308183826033_CAFR.prd
3308185021023_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Poignée fil longueur 105 mm - acier zingué jaune,"4,50",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/poignee-fil-longueur-105-mm-acier-zingue-jaune/3308185021023_CAFR.prd
3308188512009_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Lot de 2 butées pour volet roulant lame finale Afbat marron 40 mm,"3,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/lot-de-2-butees-pour-volet-roulant-lame-finale-afbat-marron-40-mm/3308188512009_CAFR.prd
5907708144430_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Suspente Afbat 200 mm x 35 mm x 2.5 mm,"2,50",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/suspente-afbat-200-mm-x-35-mm-x-2-5-mm/5907708144430_CAFR.prd
3308189512268_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Lot de 2 tringles blanches pour crémone QCL,"37,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/lot-de-2-tringles-blanches-pour-cremone-qcl/3308189512268_CAFR.prd
3308184092031_CAFR.prd,quincaillerie,securite-boites-aux-lettres,accessoire-pour-volet-fenetre-et-portail,,Kit économique de supports barre de sécurité de volets Afbat,"16,90",https://www.castorama.fr/quincaillerie/securite-boites-aux-lettres/accessoire-pour-volet-fenetre-et-portail/cat_id_2879.cat/kit-economique-de-supports-barre-de-securite-de-volets-afbat/3308184092031_CAFR.prd
