category,is_page_list,url
Eponge,False,https://www.castorama.fr/eponge/cat_id_0003498.cat
Chiffon,False,https://www.castorama.fr/chiffon/cat_id_0003499.cat
"Balai, brosse et raclette",False,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/balai-brosse/cat_id_2849.cat
Serpillère,False,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/eponge-serpillere-et-accessoire-de-lavage/cat_id_2666.cat
"Seau, bassine, récipient de ménage",False,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/seau-bassine-recipient-de-menage/cat_id_4132.cat
Sac poubelle,False,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/sac-poubelle/cat_id_4143.cat
deboucheur,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/deboucheur/cat_id_550.cat
Entretien de la salle de bains,False,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat
Entretien de la cuisine,False,https://www.castorama.fr/cuisine/entretien-de-la-cuisine/cat_id_2987.cat
Entretien du WC,False,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-du-wc/cat_id_2787.cat
Déboucheur,False,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/deboucheur/cat_id_550.cat
Sapin artificiel,False,https://www.castorama.fr/sapin-artificiel/cat_id_0002061.cat
entretien-sol-pvc-vinyle-et-moquette,True,https://www.castorama.fr/carrelage-sol/sol-vinyle-pvc-moquette/entretien-sol-pvc-vinyle-et-moquette/cat_id_3219.cat
nettoyage-et-entretien-du-carrelage,True,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/nettoyage-et-entretien-du-carrelage/cat_id_3209.cat
nettoyant-sol-multi-surfaces,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-du-sol/nettoyant-sol-multi-surfaces/cat_id_0002144.cat
Boule de Noël,False,https://www.castorama.fr/boule-de-noel/cat_id_0002067.cat
sac-poubelle,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/sac-poubelle/cat_id_4143.cat
seau-bassine-recipient-de-menage,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/seau-bassine-recipient-de-menage/cat_id_4132.cat
eponge-serpillere-et-accessoire-de-lavage,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/eponge-serpillere-et-accessoire-de-lavage/cat_id_2666.cat
entretien-du-wc,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-du-wc/cat_id_2787.cat
balai-brosse,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/accessoire-de-menage/balai-brosse/cat_id_2849.cat
balise-exterieure,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/balise-exterieure/cat_id_2720.cat
luminaire-solaire,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/luminaire-solaire/cat_id_1121.cat
suspension-exterieure,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/suspension-exterieure/cat_id_1124.cat
lampadaire-exterieur,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/lampadaire-exterieur/cat_id_1119.cat
spot-exterieur,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/spot-exterieur/cat_id_3986.cat
borne-exterieure-et-potelet,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/borne-exterieure-et-potelet/cat_id_1116.cat
projecteur-exterieur-et-detecteur-de-mouvement,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/projecteur-exterieur-et-detecteur-de-mouvement/cat_id_444.cat
applique-exterieure,True,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-exterieur/applique-exterieure/cat_id_1115.cat
peinture-exterieure-fer,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-fer/cat_id_997.cat
peinture-sol-exterieur-et-garage,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-sol-exterieur-et-garage/cat_id_3408.cat
peinture-exterieure-multi-supports,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-multi-supports/cat_id_4218.cat
Préparation de la façade,False,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/preparation-de-la-facade/cat_id_3693.cat
Peinture mur extérieur,False,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/peinture-facade-exterieure-tous-types-de-murs/cat_id_3718.cat
Peinture extérieure pour appui de fenêtre,False,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/peinture-exterieure-appui-de-fenetre-et-soubassement/cat_id_3447.cat
Crépi pour façade extérieure,False,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/crepi-pour-facade-exterieure/cat_id_3837.cat
huile-et-saturateur,True,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/huile-et-saturateur/cat_id_771.cat
lasure-exterieure,True,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/lasure-exterieure/cat_id_3669.cat
produit-de-renovation,True,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/produit-de-renovation/produit-de-renovation-multisupport/cat_id_2439.cat
vernis-exterieur,True,https://www.castorama.fr/peinture/peinture-exterieure/lasure-et-traitement-exterieur/vernis-exterieur/cat_id_2875.cat
peinture-exterieure-bois,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-bois/cat_id_2866.cat
Climatiseur mobile,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/climatiseur-mobile/cat_id_411.cat
Pompe à chaleur,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/climatiseur-reversible-pompe-a-chaleur/cat_id_2023.cat
Ventilateur,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/ventilateur/cat_id_415.cat
Accessoire climatiseur fixe,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/accessoire-climatiseur/cat_id_413.cat
Traitement de l'air,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/deshumidificateur-humidificateur-purificateur-d-air/cat_id_421.cat
Purificateur d'air,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/deshumidificateur-humidificateur-purificateur-d-air/purificateur-d-air/cat_id_3804.cat
Poêle à bois,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/poele-a-bois/cat_id_370.cat
Poêle à granulés,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/poele-a-granules/cat_id_760.cat
"Foyer, insert et poêle à encastrer",False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/foyer-insert-et-poele-a-encastrer/cat_id_368.cat
Bois de chauffage,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/bois-de-chauffage-granule-et-allume-feu/cat_id_388.cat
Granulés de bois,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/granules-de-bois/cat_id_0002115.cat
Allume-feu,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/allume-feu/cat_id_0002116.cat
"Raccordement pour poêle à bois, foyer, insert et poêle à granulés",False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/raccordement-pour-poele-a-bois-foyer-insert-et-poele-a-granules/cat_id_393.cat
Accessoires poêle et cheminée,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/cat_id_378.cat
Récupérateur de chaleur,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/recuperation-de-chaleur/cat_id_803.cat
Ramonage et nettoyage,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/ramonage-et-nettoyage/cat_id_1805.cat
Radiateur électrique mobile,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-electrique-mobile/cat_id_5361.cat
Radiateur bain d'huile,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-bain-d-huile/cat_id_3825.cat
Radiateur soufflant,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-soufflant/cat_id_308.cat
Poêle à pétrole,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/poele-a-petrole/cat_id_1812.cat
Poêle à gaz,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/poele-a-gaz/cat_id_1797.cat
Convecteur et panneau rayonnant mobile,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/convecteur-et-panneau-rayonnant-mobile/cat_id_1866.cat
Chauffage d'atelier et chantier,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/chauffage-d-atelier-et-chantier/cat_id_114.cat
Cheminée électrique,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/cheminee-electrique/cat_id_371.cat
Radiateur eau chaude,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/radiateur-chauffage-central/cat_id_325.cat
Sèche-serviettes eau chaude,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-eau-chaude/cat_id_985.cat
Robinet thermostatique et manuel pour radiateur eau chaude,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/robinet-thermostatique-et-manuel-pour-radiateur-eau-chaude/cat_id_1783.cat
Saturateur et tablette,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/saturateur-et-tablette/cat_id_1800.cat
Raccordement chaudière,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/raccordement-chaudiere/cat_id_1076.cat
Accessoire pour chaudière gaz,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/accessoire-pour-chaudiere-gaz/cat_id_345.cat
Accessoire pour chaudière fioul,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/accessoire-pour-chaudiere-fioul/cat_id_349.cat
Chaudière,False,https://www.castorama.fr/chaudiere/cat_id_0005232.cat
Radiateur électrique,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/cat_id_316.cat
Sèche-serviettes,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/cat_id_333.cat
Radiateur eau chaude,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/radiateur-chauffage-central/cat_id_325.cat
Radiateur connecté,False,https://www.castorama.fr/maison-connectee-domotique-et-objet-connecte/chauffage-connecte/radiateur-connecte/cat_id_5248.cat
Radiateur électrique mobile,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-electrique-mobile/cat_id_5361.cat
Radiateur bain d'huile,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-bain-d-huile/cat_id_3825.cat
Radiateur soufflant,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-soufflant/cat_id_308.cat
Convecteur et panneau rayonnant mobile,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/convecteur-et-panneau-rayonnant-mobile/cat_id_1866.cat
entretien-de-la-salle-de-bains,True,https://www.castorama.fr/droguerie-entretien-de-la-maison/entretien-cuisine-et-salle-de-bains/entretien-de-la-salle-de-bains/cat_id_2779.cat
Radiateur électrique,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/cat_id_316.cat
Sèche-serviettes électrique,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-electrique/cat_id_3458.cat
Chauffage au sol,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/chauffage-au-sol-electrique/cat_id_3944.cat
Chauffage d'appoint,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/cat_id_1795.cat
Pompe à chaleur,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/climatiseur-reversible-pompe-a-chaleur/cat_id_2023.cat
Thermostat,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/thermostat/cat_id_1122.cat
VMC (ventilation mécanique contrôlée),False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/vmc-ventilation-mecanique-controlee/cat_id_429.cat
Aérateur et extracteur d'air,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/aerateur-et-extracteur-d-air/cat_id_426.cat
Grille d'aération,False,https://www.castorama.fr/grille-d-aeration/cat_id_630.cat
Bouche d'extraction,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/bouche-d-extraction-collectif/cat_id_1077.cat
Gaine VMC et de ventilation,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/gaine-vmc-et-de-ventilation/cat_id_0001262.cat
Commande VMC,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/commande-vmc/cat_id_0001785.cat
Accessoire de VMC,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/accessoire-de-vmc/cat_id_0002000.cat
panneau-a-carreler,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/panneau-a-carreler/cat_id_4206.cat
Applique de salle de bains,False,https://www.castorama.fr/luminaire-et-eclairage/luminaire-et-eclairage-interieur/luminaire-de-salle-de-bains/applique-de-salle-de-bain/cat_id_0002094.cat
peinture-cuisine-et-salle-de-bains,True,https://www.castorama.fr/peinture/peinture-interieure/peinture-cuisine-et-salle-de-bains/cat_id_3627.cat
panneau-mural,True,https://www.castorama.fr/salle-de-bains-et-wc/douche/panneau-mural/cat_id_5425.cat
crepi-pour-facade-exterieure,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/crepi-pour-facade-exterieure/cat_id_3837.cat
peinture-exterieure-appui-de-fenetre-et-soubassement,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/peinture-exterieure-appui-de-fenetre-et-soubassement/cat_id_3447.cat
peinture-facade-exterieure-tous-types-de-murs,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/peinture-facade-exterieure-tous-types-de-murs/cat_id_3718.cat
preparation-de-la-facade,True,https://www.castorama.fr/peinture/peinture-exterieure/peinture-exterieure-facade-et-crepi/preparation-de-la-facade/cat_id_3693.cat
Sèche-serviettes électrique,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-electrique/cat_id_3458.cat
Sèche-serviettes soufflant,False,https://www.castorama.fr/seche-serviettes-soufflant/cat_id_0003364.cat
Sèche-serviettes eau chaude,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-eau-chaude/cat_id_985.cat
Sèche-serviettes mixte,False,https://www.castorama.fr/seche-serviettes-mixte/cat_id_0003363.cat
Accessoires pour sèche-serviettes,False,https://www.castorama.fr/accessoires-pour-seche-serviettes/cat_id_0003365.cat
Cabine de douche PMR,False,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/ensemble-de-douche-pmr/cat_id_0001530.cat
Receveur de douche à carreler,False,https://www.castorama.fr/receveur-de-douche-a-carreler/cat_id_0002652.cat
Paroi de douche à l'italienne,False,https://www.castorama.fr/paroi-de-douche-a-litalienne/cat_id_0003471.cat
WC PMR,False,https://www.castorama.fr/wc-pmr/cat_id_0003487.cat
Vasque à suspendre,False,https://www.castorama.fr/vasque-a-suspendre/cat_id_0003319.cat
Barre d'appui,False,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/barre-dappui/cat_id_0001528.cat
Siège de douche,False,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/siege-de-douche/cat_id_0001529.cat
Tapis de bain et caillebotis,False,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tapis-de-bain-et-caillebotis/cat_id_2042.cat
accessoire-climatiseur,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/climatiseur-ventilateur/accessoire-climatiseur/cat_id_413.cat
ramonage-et-nettoyage,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/ramonage-et-nettoyage/cat_id_1805.cat
Porte-serviettes,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/porte-serviettes-et-patere/cat_id_1502.cat
Patère de salle de bains,False,https://www.castorama.frhttps://www.castorama.fr/patere-de-salle-de-bains/cat_id_0003245.cat
Etagère de salle de bains,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tablette-et-etagere-de-salle-de-bains/cat_id_1367.cat
Etagère de douche,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tablette-et-etagere-de-salle-de-bains/etagere-de-salle-de-bains/cat_id_0001671.cat
Tablette de salle de bains,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tablette-et-etagere-de-salle-de-bains/tablette-de-salle-de-bains/cat_id_0001670.cat
Boîte et support de rangement de salle de bains,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/boite-et-support-de-rangement-de-salle-de-bains/cat_id_5208.cat
Poubelle de salle de bains,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/poubelle-de-salle-de-bains/cat_id_3342.cat
Panier à linge,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/panier-a-linge/cat_id_3337.cat
Séchoir à linge,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/sechoir-a-linge/cat_id_3354.cat
Distributeur de savon,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/distributeur-porte-savon-et-gobelet/cat_id_3324.cat
Porte-savon,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/porte-savon/cat_id_0001402.cat
Gobelet,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/gobelet/cat_id_0001403.cat
Rideau de douche,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/douche/rideau-de-douche/cat_id_3353.cat
Tabouret de salle de bains,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tabouret-de-salle-de-bains/cat_id_2040.cat
Tapis de bain et caillebotis,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tapis-de-bain-et-caillebotis/cat_id_2042.cat
Pèse personne,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/pese-personne/cat_id_0005942.cat
Serviette de bain,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/serviette-de-bain/cat_id_0001326.cat
Miroir grossissant,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/meuble-de-salle-de-bains/miroir-de-salle-de-bains/miroir-grossissant/cat_id_0001978.cat
Serviteur WC,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/serviteur-wc/cat_id_3364.cat
Meuble WC,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/armoire-et-etagere-wc/cat_id_3360.cat
Porte-papier toilette,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/porte-papier-toilette/cat_id_3361.cat
Brosse WC,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/wc-et-lave-mains/abattant-et-accessoire-de-wc/brosse-wc/cat_id_5206.cat
Douchette wc,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/robinet-de-salle-de-bains/accessoire-robinet-salle-de-bains/douchette-wc/cat_id_0001717.cat
Barre d'appui,False,https://www.castorama.frhttps://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/barre-dappui/cat_id_0001528.cat
Repose-tête,False,https://www.castorama.frhttps://www.castorama.fr/repose-tete/cat_id_0003178.cat
Raclette de douche,False,https://www.castorama.frhttps://www.castorama.fr/raclette-de-douche/cat_id_0003180.cat
Pont de baignoire,False,https://www.castorama.frhttps://www.castorama.fr/pont-de-baignoire/cat_id_0003179.cat
Brosse et fleur de douche,False,https://www.castorama.frhttps://www.castorama.fr/brosse-et-fleur-de-douche/cat_id_0003181.cat
Pied de meuble de salle de bains,False,https://www.castorama.frhttps://www.castorama.fr/pied-de-meuble-de-salle-de-bains/cat_id_0003182.cat
Ventilateur sur pied,False,https://www.castorama.fr/ventilateur-sur-pied/cat_id_0003045.cat
cheminee-electrique,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/cheminee-electrique/cat_id_371.cat
Chaudière gaz,False,https://www.castorama.fr/chaudiere-gaz/cat_id_0005234.cat
radiateur-connecte,True,https://www.castorama.fr/maison-connectee-domotique-et-objet-connecte/chauffage-connecte/radiateur-connecte/cat_id_5248.cat
Radiateur électrique à inertie,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-electrique/radiateur-electrique/radiateur-electrique-a-inertie/cat_id_0002003.cat
seche-serviettes-electrique,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-electrique/cat_id_3458.cat
accessoire-de-vmc,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/accessoire-de-vmc/cat_id_0002000.cat
gaine-vmc-et-de-ventilation,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/gaine-vmc-et-de-ventilation/cat_id_0001262.cat
commande-vmc,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/commande-vmc/cat_id_0001785.cat
bouche-d-extraction-collectif,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/bouche-d-extraction-collectif/cat_id_1077.cat
aerateur-et-extracteur-d-air,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/vmc-et-aerateur/aerateur-et-extracteur-d-air/cat_id_426.cat
Vmc simple flux autoréglable,False,https://www.castorama.fr/vmc-simple-flux-autoreglable/cat_id_0003073.cat
accessoire-pour-chaudiere-fioul,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/accessoire-pour-chaudiere-fioul/cat_id_349.cat
accessoire-pour-chaudiere-gaz,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/accessoire-pour-chaudiere-gaz/cat_id_345.cat
raccordement-chaudiere,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/raccordement-chaudiere/cat_id_1076.cat
tapis-de-bain-et-caillebotis,True,https://www.castorama.fr/salle-de-bains-et-wc/accessoires-de-salle-de-bains/tapis-de-bain-et-caillebotis/cat_id_2042.cat
siege-de-douche,True,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/siege-de-douche/cat_id_0001529.cat
barre-dappui,True,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/barre-dappui/cat_id_0001528.cat
ensemble-de-douche-pmr,True,https://www.castorama.fr/salle-de-bains-et-wc/accessibilite-et-securite-de-la-salle-de-bains/ensemble-de-douche-pmr/cat_id_0001530.cat
Sèche-serviettes soufflant électrique,False,https://www.castorama.fr/seche-serviettes-soufflant-electrique/cat_id_0003366.cat
saturateur-et-tablette,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/saturateur-et-tablette/cat_id_1800.cat
robinet-thermostatique-et-manuel-pour-radiateur-eau-chaude,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/robinet-thermostatique-et-manuel-pour-radiateur-eau-chaude/cat_id_1783.cat
seche-serviettes-eau-chaude,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/seche-serviettes/seche-serviettes-eau-chaude/cat_id_985.cat
radiateur-chauffage-central,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-central/radiateur-chauffage-central/cat_id_325.cat
chauffage-d-atelier-et-chantier,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/chauffage-d-atelier-et-chantier/cat_id_114.cat
convecteur-et-panneau-rayonnant-mobile,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/convecteur-et-panneau-rayonnant-mobile/cat_id_1866.cat
poele-a-gaz,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/poele-a-gaz/cat_id_1797.cat
poele-a-petrole,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/poele-a-petrole/cat_id_1812.cat
radiateur-bain-d-huile,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-bain-d-huile/cat_id_3825.cat
radiateur-electrique-mobile,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-d-appoint/radiateur-electrique-mobile/cat_id_5361.cat
recuperation-de-chaleur,True,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/recuperation-de-chaleur/cat_id_803.cat
Range-bûches,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/range-buches/cat_id_0002101.cat
Réservoir à granulés,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/reservoir-a-granules/cat_id_0002102.cat
Serviteur de cheminée,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/serviteur-de-cheminee/cat_id_0002103.cat
Pare-feu pour poêle et cheminée,False,https://www.castorama.fr/chauffage-climatisation-et-ventilation/chauffage-bois-et-bois-de-chauffage/serviteur-panier-vide-cendres-et-accessoire/pare-feu-pour-poele-et-cheminee/cat_id_0002104.cat
