category,is_page_list,url
isolation-de-la-porte-de-garage,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/isolation-de-la-porte-de-garage/cat_id_651.cat
isolation-des-portes-et-fenetres,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/isolation-des-portes-et-fenetres/cat_id_643.cat
isolation-phonique-et-acoustique,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/isolation-phonique-et-acoustique/cat_id_277.cat
isolant-mince-et-reflecteur,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/isolant-mince-et-reflecteur/cat_id_0001927.cat
isolant-en-vrac,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/isolant-en-vrac/cat_id_0001925.cat
isolant-naturel,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/isolant-naturel/cat_id_0001344.cat
laine-de-roche,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/laine-de-roche/cat_id_0001924.cat
plaque-polystyrene,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/isolation/plaque-polystyrene/cat_id_0001926.cat
Rouleau laine de verre,False,https://www.castorama.fr/rouleau-laine-de-verre/cat_id_0003903.cat
brique-de-verre,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/separateur-de-piece/brique-de-verre/cat_id_817.cat
cloison-alveolaire,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/cloison-alveolaire/cat_id_5268.cat
beton-cellulaire-et-carreau-de-platre,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/beton-cellulaire-et-carreau-de-platre/cat_id_566.cat
Enduit de lissage,False,https://www.castorama.fr/enduit-de-lissage/cat_id_0003265.cat
ossature-metallique-pour-plaque,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/ossature-metallique-pour-plaque/cat_id_5266.cat
plaque-de-platre-et-de-doublage,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/plaque-de-platre-et-de-doublage/cat_id_571.cat
ecran-sous-toiture,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/toiture-charpente-et-couverture/ecran-sous-toiture/cat_id_486.cat
tuile,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/toiture-charpente-et-couverture/tuile/cat_id_4078.cat
adjuvant,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiau-poudre-et-agregat/adjuvant/cat_id_678.cat
platre,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiau-poudre-et-agregat/beton-ciment-mortier-ragreage/platre/cat_id_5027.cat
ragreage,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiau-poudre-et-agregat/beton-ciment-mortier-ragreage/ragreage/cat_id_717.cat
mortier,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiau-poudre-et-agregat/beton-ciment-mortier-ragreage/mortier/cat_id_5026.cat
ciment,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiau-poudre-et-agregat/beton-ciment-mortier-ragreage/ciment/cat_id_5025.cat
beton,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiau-poudre-et-agregat/beton-ciment-mortier-ragreage/beton/cat_id_5024.cat
plaque-et-bardeau,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/toiture-charpente-et-couverture/plaque-et-bardeau/cat_id_488.cat
Fixation charpente,False,https://www.castorama.fr/fixation-charpente/cat_id_0003122.cat
plaquette-de-parement-exterieur,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/revetement-de-la-facade/plaquette-de-parement-exterieur/cat_id_806.cat
Vitrificateur,False,https://www.castorama.fr/vitrificateur/cat_id_0004279.cat
bardage-et-clin,True,https://www.castorama.fr/materiaux-et-gros-oeuvre/materiaux/revetement-de-la-facade/bardage-et-clin/cat_id_795.cat
colle-parquet,True,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/colle-parquet/cat_id_3237.cat
sol-stratifie,True,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/sol-stratifie/cat_id_3241.cat
Parquet massif,False,https://www.castorama.fr/parquet-massif/cat_id_0003850.cat
Colle carrelage mural,False,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/colle-carrelage/colle-carrelage-mural/cat_id_3284.cat
listel,True,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/listel/cat_id_466.cat
mosaique,True,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/mosaique/cat_id_362.cat
carrelage-exterieur-sol,True,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/carrelage-exterieur-sol/cat_id_3892.cat
Faïence uni,False,https://www.castorama.fr/faience-uni/cat_id_0005348.cat
Carrelage mural effet béton,False,https://www.castorama.fr/carrelage-mural-effet-beton/cat_id_0005337.cat
Carrelage intérieur sol effet béton,False,https://www.castorama.fr/carrelage-interieur-sol-effet-beton/cat_id_0005327.cat
sol-vinyle-pvc-a-la-coupe,True,https://www.castorama.fr/carrelage-sol/sol-vinyle-pvc-moquette/sol-vinyle-pvc-a-la-coupe/cat_id_3170.cat
dalle-pvc-garage,True,https://www.castorama.fr/revetement-sol-et-mur/sol-vinyle-pvc-moquette/dalle-pvc-garage/cat_id_0002014.cat
Lame PVC clipsable,False,https://www.castorama.fr/lame-pvc-clipsable/cat_id_0003838.cat
moquette,True,https://www.castorama.fr/carrelage-sol/sol-vinyle-pvc-moquette/moquette/cat_id_3130.cat
plinthe-bois,True,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/plinthe-bois/cat_id_278.cat
plinthe-sol-vinyle-pvc,True,https://www.castorama.fr/carrelage-sol/sol-vinyle-pvc-moquette/plinthe-sol-vinyle-pvc/cat_id_3794.cat
plinthe,True,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/plinthe/cat_id_3249.cat
plinthe-carrelage-sol,True,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/plinthe-carrelage-sol/cat_id_2370.cat
outil-parquet-et-sol-stratifie,True,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/outil-parquet-et-sol-stratifie/cat_id_3248.cat
Croisillon,False,https://www.castorama.fr/croisillon/cat_id_0004341.cat
preparation-du-sol-et-mur,True,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/preparation-du-sol-et-mur/cat_id_3215.cat
Lambris PVC,False,https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/lambris-et-accessoires-pour-lambris/lambris-pvc/cat_id_5203.cat
Bloc porte,False,https://www.castorama.fr/menuiserie/porte-interieure/bloc-porte/cat_id_4219.cat
Porte coulissante,False,https://www.castorama.fr/menuiserie/porte-interieure/porte-coulissante/cat_id_4222.cat
Poignée de porte,False,https://www.castorama.fr/menuiserie/porte-interieure/poignee-de-porte-et-fenetre/cat_id_2486.cat
Habillage porte,False,https://www.castorama.fr/menuiserie/porte-interieure/habillage-porte/cat_id_2480.cat
Barrière de sécurité,False,https://www.castorama.fr/menuiserie/escalier-rampe-et-balustrade/barriere-de-securite/cat_id_5099.cat
Volet roulant,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/volet/volet-roulant/cat_id_0001958.cat
Volet battant,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/volet/volet-battant/cat_id_0001959.cat
Volet coulissant,False,https://www.castorama.fr/volet-coulissant/cat_id_0003988.cat
Volet roulant de fenêtre de toit,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/fenetre-de-toit-et-accessoire/volet-roulant-de-fenetre-de-toit/cat_id_5048.cat
Store enrouleur extérieur,False,https://www.castorama.fr/store-enrouleur-exterieur/cat_id_0002929.cat
Volet sur mesure,False,https://www.castorama.fr/menuiserie/menuiserie-sur-mesure/volet-sur-mesure/cat_id_5055.cat
Velux et fenêtre de toit,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/fenetre-de-toit-et-accessoire/fenetre-de-toit/cat_id_5047.cat
Store de fenêtre de toit,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/fenetre-de-toit-et-accessoire/store-de-fenetre-de-toit/cat_id_5050.cat
Volet roulant de fenêtre de toit,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/fenetre-de-toit-et-accessoire/volet-roulant-de-fenetre-de-toit/cat_id_5048.cat
"Raccord, habillage et bloc isolant de fenêtre de toit",False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/fenetre-de-toit-et-accessoire/raccord-habillage-et-bloc-isolant-de-fenetre-de-toit/cat_id_5051.cat
Puits de lumière,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/fenetre-de-toit-et-accessoire/puits-de-lumiere/cat_id_5049.cat
Baie vitrée coulissante,False,https://www.castorama.fr/baie-vitree-coulissante/cat_id_0004033.cat
Accessoire pour baie vitrée,False,https://www.castorama.fr/accessoire-pour-baie-vitree/cat_id_0004145.cat
Baie vitrée sur mesure,False,https://www.castorama.fr/menuiserie/menuiserie-sur-mesure/baie-vitree-sur-mesure/cat_id_0003767.cat
Volet,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/volet-et-accessoire/cat_id_2580.cat
Volet sur mesure,False,https://www.castorama.fr/menuiserie/menuiserie-sur-mesure/volet-sur-mesure/cat_id_5055.cat
Porte-fenêtre en PVC,False,https://www.castorama.fr/porte-fenetre-en-pvc/cat_id_0004010.cat
Porte-fenêtre en bois,False,https://www.castorama.fr/porte-fenetre-en-bois/cat_id_0004009.cat
Porte-fenêtre en aluminium,False,https://www.castorama.fr/porte-fenetre-en-aluminium/cat_id_0004011.cat
Poignée pour porte-fenêtre,False,https://www.castorama.fr/poignee-pour-porte-fenetre/cat_id_0004816.cat
Accessoire pour porte-fenêtre,False,https://www.castorama.fr/accessoire-pour-porte-fenetre/cat_id_0004815.cat
Escalier,False,https://www.castorama.fr/menuiserie/escalier-rampe-et-balustrade/escalier/cat_id_2473.cat
Garde-corps,False,https://www.castorama.fr/menuiserie/escalier-rampe-et-balustrade/garde-corps-balustrade/cat_id_559.cat
Barrière de sécurité,False,https://www.castorama.fr/menuiserie/escalier-rampe-et-balustrade/barriere-de-securite/cat_id_5099.cat
Fenêtre PVC,False,https://www.castorama.fr/fenetre-pvc/cat_id_0003150.cat
Fenêtre aluminium,False,https://www.castorama.fr/fenetre-aluminium/cat_id_0003151.cat
Fenêtre bois,False,https://www.castorama.fr/fenetre-bois/cat_id_0003152.cat
Film occultant pour vitrage,False,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/verre-et-occultation/film-pour-vitrage/cat_id_3584.cat
Accessoire pour fenêtre,False,https://www.castorama.fr/accessoire-pour-fenetre/cat_id_0004804.cat
Poignée de fenêtre,False,https://www.castorama.fr/decoration-interieure/decoration-murale-et-accessoires-deco/poignee-et-bouton/poignee-de-fenetre/cat_id_5373.cat
Verre synthétique,False,https://www.castorama.fr/verre-synthetique/cat_id_0005073.cat
jerrican-d-essence-graisse-et-lubrifiant,True,https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/jerrican-d-essence-graisse-et-lubrifiant/cat_id_2678.cat
Entretien et nettoyage auto,False,https://www.castorama.fr/entretien-et-nettoyage-auto/cat_id_0003305.cat
Casque et casquette de chantier,False,https://www.castorama.fr/casque-et-casquette-de-chantier/cat_id_0003802.cat
Vêtement de travail,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/vetement/cat_id_1942.cat
Chaussures de sécurité et chaussettes,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/chaussures-de-securite-et-chaussettes/cat_id_1926.cat
Botte et sabot,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/botte-et-sabot/cat_id_2401.cat
Gants de travail,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/gant/cat_id_1930.cat
Lunette de protection,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/lunette-de-protection/cat_id_3850.cat
Casque et bouchon anti-bruit,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/casque-et-bouchon-anti-bruit/cat_id_1925.cat
Genouillère et jambière de protection,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/genouillere-et-jambiere-de-protection/cat_id_1931.cat
Harnais et équipement antichute,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/harnais-de-securite/cat_id_1410.cat
Masque de chantier,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/masque/cat_id_1937.cat
Protection plexiglas,False,https://www.castorama.fr/materiaux-et-gros-oeuvre/cloison/protection-plexiglas/cat_id_5494.cat
Echelle,False,https://www.castorama.fr/outillage/escabeau-marche-pied-echelle-et-echafaudage/echelle/cat_id_739.cat
Escabeau,False,https://www.castorama.fr/outillage/escabeau-marche-pied-echelle-et-echafaudage/escabeau/cat_id_1611.cat
Echafaudage,False,https://www.castorama.fr/outillage/escabeau-marche-pied-echelle-et-echafaudage/echafaudage/cat_id_735.cat
Marche-pied,False,https://www.castorama.fr/outillage/escabeau-marche-pied-echelle-et-echafaudage/marche-pied/cat_id_1612.cat
"Panneau bois, aggloméré, mélaminé, MDF, et OSB",False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/panneau-bois-agglomere-melamine-mdf-et-osb/cat_id_5013.cat
Planche de bois,False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/planche-de-bois/cat_id_0001957.cat
Tablette bois,False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/tablette-bois/cat_id_295.cat
Tasseau bois,False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/tasseau/cat_id_305.cat
Panneau tasseau bois,False,https://www.castorama.fr/panneau-tasseau-bois/cat_id_0002512.cat
Bois de charpente,False,https://www.castorama.fr/materiaux-et-gros-oeuvre/toiture-charpente-et-couverture/bois-de-charpente/cat_id_478.cat
Palette en bois,False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/palette-et-produit-en-bois-brut/cat_id_0001084.cat
Poutre,False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/poutre/cat_id_291.cat
Plateau de table,False,https://www.castorama.fr/plateau-de-table/cat_id_0002619.cat
Décoration en bois brut,False,https://www.castorama.fr/decoration-en-bois-brut/cat_id_0004966.cat
Plancher bois,False,https://www.castorama.fr/carrelage-sol/parquet-sol-stratifie-et-plancher/plancher-bois/cat_id_271.cat
Moulure,False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/moulure/cat_id_4446.cat
Plinthe bois,False,https://www.castorama.fr/menuiserie/panneau-bois-lambris-tablette-tasseau-moulure-et-plinthe/plinthe-bois/cat_id_278.cat
Lambris mural,False,https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/lambris-et-accessoires-pour-lambris/cat_id_210.cat
"Escabeau, marche pied, échelle et échafaudage",False,https://www.castorama.fr/outillage/escabeau-marche-pied-echelle-et-echafaudage/cat_id_1595.cat
Bétonnière,False,https://www.castorama.fr/outillage/materiel-de-chantier/betonniere/cat_id_1660.cat
"Balai d'exterieur, balai à feuille et à gazon",False,https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat
Outils du maçon,False,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/cat_id_749.cat
Remorque,False,https://www.castorama.fr/outillage/materiel-de-chantier/remorque/cat_id_1706.cat
Compresseur et accessoire,False,https://www.castorama.fr/outillage/compresseur-et-accessoires/cat_id_1614.cat
Groupe électrogène,False,https://www.castorama.fr/outillage/groupe-electrogene/cat_id_1625.cat
Outils de mesure et de traçage,False,https://www.castorama.fr/outillage/outillage-a-main/metre-niveau-et-outils-de-mesure-et-tracage/cat_id_4371.cat
Étai et tréteau,False,https://www.castorama.fr/outillage/materiel-de-chantier/etai-et-treteau/cat_id_747.cat
Bâche de protection chantier,False,https://www.castorama.fr/outillage/materiel-de-chantier/bache-poubelle-et-sac/cat_id_721.cat
Treuil et palan,False,https://www.castorama.fr/outillage/materiel-de-chantier/treuil-et-palan/cat_id_1708.cat
Equipement de protection individuelle,False,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/cat_id_1923.cat
Radio de chantier,False,https://www.castorama.fr/outillage/materiel-de-chantier/radio-de-chantier/cat_id_0001521.cat
Projecteur et lampe de chantier,False,https://www.castorama.fr/electricite/lampe-torche-baladeuse-et-projecteur-de-chantier/projecteur-et-lampe-de-chantier/cat_id_5306.cat
Outil de levage,False,https://www.castorama.fr/outillage/outillage-a-main/outil-de-levage/cat_id_764.cat
Plaque vibrante,False,https://www.castorama.fr/plaque-vibrante/cat_id_0002436.cat
Aspirateur,False,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/aspirateur/cat_id_1586.cat
Injecteur extracteur,False,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/injecteur-extracteur/cat_id_0001518.cat
Nettoyeur vapeur,False,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/nettoyeur-vapeur/cat_id_1594.cat
Nettoyeur haute pression,False,https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/nettoyeur-haute-pression/cat_id_1725.cat
Robot aspirateur et nettoyeur,False,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/robot-aspirateur-et-nettoyeur/cat_id_3939.cat
Brosse de nettoyage electrique,False,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/brosse-de-nettoyage-electrique/cat_id_0001519.cat
Cireuse,False,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/cireuse/cat_id_0001520.cat
Accessoire pour nettoyeur haute pression,False,https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/accessoire-pour-nettoyeur-haute-pression/cat_id_5446.cat
Bouteille de gaz et raccordement,False,https://www.castorama.fr/outillage/soudure/bouteille-de-gaz-et-raccordement/cat_id_1218.cat
Remorque,False,https://www.castorama.fr/outillage/materiel-de-chantier/remorque/cat_id_1706.cat
Diable et chariot,False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/diable-et-chariot/cat_id_3066.cat
Planche à roulettes,False,https://www.castorama.fr/outillage/manutention-et-transport/plateau-a-roulettes/cat_id_0001945.cat
Transpalette,False,https://www.castorama.fr/outillage/manutention-et-transport/transpalette/cat_id_0001946.cat
"Balai d'exterieur, balai à feuille et à gazon",False,https://www.castorama.fr/jardin-et-terrasse/outil-entretien-et-materiel-du-jardin/balai-d-exterieur-balai-a-feuille-et-a-gazon/cat_id_3417.cat
Outil de levage,False,https://www.castorama.fr/outillage/outillage-a-main/outil-de-levage/cat_id_764.cat
Treuil et palan,False,https://www.castorama.fr/outillage/materiel-de-chantier/treuil-et-palan/cat_id_1708.cat
Outils du peintre,False,https://www.castorama.fr/peinture/outils-du-peintre/cat_id_1996.cat
Outillage du carreleur,False,https://www.castorama.fr/carrelage-sol/carrelage-sol-et-mural/outils-du-carreleur/cat_id_3199.cat
Outils du maçon,False,https://www.castorama.fr/outillage/materiel-de-chantier/outils-du-macon/cat_id_749.cat
Outils du tapissier,False,https://www.castorama.fr/decoration-interieure/papier-peint-et-revetement-mural/outils-du-tapissier/cat_id_3867.cat
Outils du plombier,False,https://www.castorama.fr/plomberie/outils-du-plombier/cat_id_1867.cat
Outils d'électricien,False,https://www.castorama.fr/electricite/outils-d-electricien/cat_id_1875.cat
Groupe électrogène,False,https://www.castorama.fr/outillage/groupe-electrogene/cat_id_1625.cat
Compresseur et accessoire,False,https://www.castorama.fr/outillage/compresseur-et-accessoires/cat_id_1614.cat
Découpeuse,False,https://www.castorama.fr/decoupeuse/cat_id_0003304.cat
Tronçonneuse à metaux,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/tronconneuse-a-metaux/cat_id_4116.cat
Touret à meuler,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/touret-a-meuler/cat_id_1641.cat
Scie à ruban,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/scie-a-ruban/cat_id_192.cat
Tour à bois et à métaux,False,https://www.castorama.fr/outillage/machine-stationnaire-datelier/tour-a-bois/cat_id_0001517.cat
Accessoire machine à bois,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/accessoire-machine-a-bois/cat_id_1628.cat
Scie à chantourner,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/scie-a-chantourner/cat_id_2690.cat
Scie sur table,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/scie-sur-table/cat_id_2219.cat
Perceuse à colonne,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/perceuse-a-colonne/cat_id_1634.cat
Raboteuse dégauchisseuse,False,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/raboteuse-degauchisseuse/cat_id_772.cat
Etabli fixe et aménageable,False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/etabli-fixe-et-amenageable/cat_id_4148.cat
Etabli pliant,False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/etabli-pliant/cat_id_3091.cat
Panneau porte-outils,False,https://www.castorama.fr/panneau-porte-outils/cat_id_0003768.cat
Servante d'atelier et coffre,False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/servante-et-coffre-de-chantier/cat_id_1645.cat
Servante de chantier,False,https://www.castorama.fr/servante-de-chantier/cat_id_0003347.cat
Rangement visserie,False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/casier-a-vis-et-boite-de-rangement/cat_id_3043.cat
Caisse à outils (vide),False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/boite-a-outils-vide/cat_id_1990.cat
Sac et porte-outils (vide),False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/sac-et-porte-outils-vide/cat_id_1938.cat
Cantine,False,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/cantine/cat_id_1845.cat
Bac de rangement,False,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/bac-de-rangement/cat_id_2765.cat
Accessoires atelier et garage,False,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/accessoires-atelier-et-garage/cat_id_3105.cat
Etagère garage,False,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/etagere-et-armoire/cat_id_3096.cat
Armoire garage,False,https://www.castorama.fr/rangement-dressing/rangement-garage-et-cave/armoire-de-garage/cat_id_0002124.cat
Cuisine 1er prix,False,https://www.castorama.fr/cuisine/cuisine-complete-kitchenette-et-meuble-sous-evier/cuisine-1er-prix-et-meuble-sous-evier/cat_id_852.cat
barriere-de-securite,True,https://www.castorama.fr/menuiserie/escalier-rampe-et-balustrade/barriere-de-securite/cat_id_5099.cat
volet-sur-mesure,True,https://www.castorama.fr/menuiserie/menuiserie-sur-mesure/volet-sur-mesure/cat_id_5055.cat
baie-vitree-sur-mesure,True,https://www.castorama.fr/menuiserie/menuiserie-sur-mesure/baie-vitree-sur-mesure/cat_id_0003767.cat
puits-de-lumiere,True,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/fenetre-de-toit-et-accessoire/puits-de-lumiere/cat_id_5049.cat
Accessoire pour garde-corps,False,https://www.castorama.fr/accessoire-pour-garde-corps/cat_id_0004204.cat
poignee-de-fenetre,True,https://www.castorama.fr/decoration-interieure/decoration-murale-et-accessoires-deco/poignee-et-bouton/poignee-de-fenetre/cat_id_5373.cat
masque,True,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/masque/cat_id_1937.cat
film-pour-vitrage,True,https://www.castorama.fr/menuiserie/fenetre-fenetre-de-toit-volet/verre-et-occultation/film-pour-vitrage/cat_id_3584.cat
Mousqueton,False,https://www.castorama.fr/mousqueton/cat_id_0003817.cat
genouillere-et-jambiere-de-protection,True,https://www.castorama.fr/outillage/vetement-chaussures-et-protection/genouillere-et-jambiere-de-protection/cat_id_1931.cat
cireuse,True,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/cireuse/cat_id_0001520.cat
accessoire-pour-nettoyeur-haute-pression,True,https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/huile-piece-de-rechange-et-accessoire-pour-outil-motorise/accessoire-pour-nettoyeur-haute-pression/cat_id_5446.cat
Brosse à encoller,False,https://www.castorama.fr/decoration-interieure/papier-peint-et-fibre-de-verre/outils-du-tapissier/brosse-a-encoller.cat
transpalette,True,https://www.castorama.fr/outillage/manutention-et-transport/transpalette/cat_id_0001946.cat
raboteuse-degauchisseuse,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/raboteuse-degauchisseuse/cat_id_772.cat
cuisine-1er-prix-et-meuble-sous-evier,True,https://www.castorama.fr/cuisine/cuisine-complete-kitchenette-et-meuble-sous-evier/cuisine-1er-prix-et-meuble-sous-evier/cat_id_852.cat
cantine,True,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/cantine/cat_id_1845.cat
boite-a-outils-vide,True,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/boite-a-outils-vide/cat_id_1990.cat
Boite à vis,False,https://www.castorama.fr/boite-a-vis/cat_id_0003775.cat
Sac porte-outils,False,https://www.castorama.fr/sac-porte-outils/cat_id_0003769.cat
servante-et-coffre-de-chantier,True,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/servante-et-coffre-de-chantier/cat_id_1645.cat
etabli-pliant,True,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/etabli-pliant/cat_id_3091.cat
etabli-fixe-et-amenageable,True,https://www.castorama.fr/outillage/etabli-diable-et-rangement-des-outils/etabli-fixe-et-amenageable/cat_id_4148.cat
scie-sur-table,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/scie-sur-table/cat_id_2219.cat
perceuse-a-colonne,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/perceuse-a-colonne/cat_id_1634.cat
scie-a-chantourner,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/scie-a-chantourner/cat_id_2690.cat
accessoire-machine-a-bois,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/accessoire-machine-a-bois/cat_id_1628.cat
tour-a-bois,True,https://www.castorama.fr/outillage/machine-stationnaire-datelier/tour-a-bois/cat_id_0001517.cat
scie-a-ruban,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/scie-a-ruban/cat_id_192.cat
touret-a-meuler,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/touret-a-meuler/cat_id_1641.cat
tronconneuse-a-metaux,True,https://www.castorama.fr/outillage/machine-stationnaire-d-atelier/tronconneuse-a-metaux/cat_id_4116.cat
brosse-de-nettoyage-electrique,True,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/brosse-de-nettoyage-electrique/cat_id_0001519.cat
robot-aspirateur-et-nettoyeur,True,https://www.castorama.fr/outillage/aspirateur-et-nettoyeur/robot-aspirateur-et-nettoyeur/cat_id_3939.cat
nettoyeur-haute-pression,True,https://www.castorama.fr/jardin-et-terrasse/tondeuse-et-outil-motorise/nettoyeur-haute-pression/cat_id_1725.cat
Nettoyeur vitres,False,https://www.castorama.fr/nettoyeur-vitres/cat_id_0002129.cat
